"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"20427",45781,"Granger Smith","19 Forever",35,0.0251,0.566,203107,0.892,0.00855,"D",0.239,-3.68,"Major",0.0384,"142.04","4-Apr",0.787,"Country"
"20434",88098,"empty_field","Another Try",47,0.517,0.504,225787,0.493,0.000342,"A#",0.0962,-7.817,"Major",0.0283,"123.251","4-Apr",0.231,"Country"
"20438",29940,"Thompson Square","Glass",44,0.299,0.576,231680,0.524,4.5e-06,"C#",0.13,-4.961,"Major",0.026,"75.96300000000001","4-Apr",0.263,"Country"
"20454",72861,"Alan Jackson","Appalachian Mountain Girl",37,0.334,0.559,285533,0.558,0.0236,"G",0.33,-12.162,"Major",0.0308,"132.488","4-Apr",0.792,"Country"
"20457",47513,"Rodney Atkins","It’s America",52,0.0374,0.595,213787,0.715,0,"E",0.374,-13.863,"Major",0.0384,"134.498","4-Apr",0.722,"Country"
"20468",22361,"Jelly Roll","Same Old Thang",43,0.0799,0.656,216014,0.703,0,"C",0.672,-9.465,"Major",0.0542,"139.982","4-Apr",0.659,"Country"
"20477",31138,"Dierks Bentley","Back Porch",40,0.0127,0.686,-1,0.806,1.19e-05,"C",0.346,-5.463,"Major",0.0307,"104.96","4-Apr",0.809,"Country"
"20482",35864,"Midland","Burn Out",68,0.3,0.672,188613,0.721,1.98e-06,"G",0.279,-5.557,"Major",0.0246,"?","4-Apr",0.812,"Country"
"20492",81670,"Derek Wales","Ridin Around",35,0.245,0.769,217966,0.622,2.99e-05,"C",0.322,-6.532,"Minor",0.0808,"?","4-Apr",0.332,"Country"
"20493",42380,"Carter Winter","Ohio",38,0.0332,0.546,229107,0.722,3.23e-05,"A#",0.0681,-4.605,"Minor",0.0252,"94.488","4-Apr",0.714,"Country"
"20494",66412,"Jameson Rodgers","Rehab",41,0.106,0.55,-1,0.832,0,"C#",0.102,-5.089,"Major",0.0355,"102.012","4-Apr",0.469,"Country"
"20495",62062,"Jake Owen","Tipsy",43,0.0563,0.535,218893,0.885,0.000205,"E",0.315,-4.892,"Major",0.0304,"149.99","4-Apr",0.878,"Country"
"20501",72922,"Catherine McGrath","Just In Case - Acoustic",51,0.907,0.611,194162,0.345,0,"F",0.117,-6.629,"Major",0.0326,"99.805","4-Apr",0.251,"Country"
"20502",63374,"Eli Young Band","Oklahoma Girl",41,0.148,0.377,208880,0.717,0.00537,"E",0.104,-4.93,"Minor",0.0367,"176.06799999999998","4-Apr",0.525,"Country"
"20510",39023,"Jelly Roll","Be That Way",44,0.204,0.674,246938,0.67,0,"G",0.289,-6.457,"Major",0.061,"143.94799999999998","4-Apr",0.371,"Country"
"20526",75910,"Thomas Rhett","Front Porch Junkies - Remix",41,0.0045299999999999,0.576,222267,0.938,4.73e-06,"A",0.196,-3.289,"Major",0.172,"162.05","4-Apr",0.763,"Country"
"20537",60691,"empty_field","Mr. Goodtime",38,0.349,0.694,233013,0.88,0,"B",0.134,-7.395,"Minor",0.0495,"141.958","4-Apr",0.964,"Country"
"20539",39878,"Waylon Jennings","Don't You Think This Outlaw Bit's Done Got out of Hand",42,0.24,0.731,177880,0.556,0.0093,"G",0.0379,-11.448,"Major",0.0413,"119.917","4-Apr",0.516,"Country"
"20548",49223,"Randy Rogers Band","Neon Blues",40,0.233,0.631,181360,0.68,0,"D",0.175,-5.181,"Major",0.0252,"107.72","4-Apr",0.486,"Country"
"20553",25972,"Brad Paisley","Beat This Summer",49,0.313,0.563,-1,0.722,0,"F#",0.393,-5.252,"Major",0.0407,"150.039","4-Apr",0.801,"Country"
"20564",61066,"Sugarland","Bigger",41,0.0136,0.675,205573,0.908,0.000987,"E",0.169,-3.692,"Major",0.0706,"92.977","4-Apr",0.932,"Country"
"20582",90954,"empty_field","Hot Streak",41,0.0442,0.736,191202,0.757,0,"G#",0.193,-4.138,"Minor",0.134,"136.043","4-Apr",0.68,"Country"
"20587",35208,"Hank Williams, Jr.","Attitude Adjustment",40,0.0275,0.692,177560,0.624,1.25e-06,"D",0.215,-10.814,"Major",0.0683,"104.31200000000001","4-Apr",0.847,"Country"
"20599",27355,"Kenny Chesney","When I Think About Leaving",34,0.0278,0.615,277800,0.529,1.74e-05,"F",0.211,-7.607,"Major",0.0332,"152.023","4-Apr",0.649,"Country"
"20608",40373,"Jason Aldean","Crazy Town",53,0.13,0.43,183440,0.841,0,"F#",0.0517,-2.99,"Major",0.037,"180.977","4-Apr",0.489,"Country"
"20620",27006,"Muscadine Bloodline","Montgomery",48,0.0016699999999999,0.542,206853,0.805,0.000308,"C#",0.218,-3.635,"Major",0.0317,"131.05700000000002","4-Apr",0.634,"Country"
"20640",85334,"The Grass Roots","Two Divided By Love",45,0.125,0.668,155933,0.626,0,"G#",0.107,-10.085,"Major",0.03,"123.436","4-Apr",0.963,"Country"
"20644",53908,"Granger Smith","We Do It in a Field",41,0.436,0.596,-1,0.868,0,"A",0.137,-3.552,"Major",0.0517,"148.155","4-Apr",0.869,"Country"
"20647",34267,"Lee Brice","Beautiful Every Time",38,0.133,0.437,210107,0.74,0,"B",0.0967,-4.525,"Major",0.0484,"149.81","3-Apr",0.558,"Country"
"20655",58213,"Luke Bryan","I See You",57,0.0884,0.661,185987,0.81,0,"F#",0.0464,-3.363,"Major",0.0363,"129.988","4-Apr",0.722,"Country"
"20656",22530,"The Judds","Mama He's Crazy",51,0.34,0.728,194760,0.398,0,"G",0.137,-11.036,"Major",0.027,"95.959","4-Apr",0.425,"Country"
"20660",23240,"The Lacs","Kick Dust (feat. Noah Gordon)",39,0.0211,0.701,232320,0.712,0,"A",0.268,-6.715,"Major",0.0313,"?","4-Apr",0.479,"Country"
"20662",21849,"Faith Hill","Like We Never Loved At All",47,0.0817,0.497,257693,0.468,0,"D",0.112,-8.182,"Major",0.0286,"133.789","4-Apr",0.285,"Country"
"20682",54026,"Blake Shelton","Boys 'Round Here (feat. Pistol Annies & Friends)",65,0.251,0.611,288760,0.688,2.35e-06,"D",0.248,-6.369,"Major",0.0529,"?","4-Apr",0.649,"Country"
"20684",61367,"Miranda Lambert","Highway Vagabond",48,0.00208,0.447,233267,0.823,0.0272,"B",0.0627,-7.174,"Minor",0.0349,"?","4-Apr",0.909,"Country"
"20689",40488,"Josh Phillips","Fixer Upper",37,0.0671,0.682,197680,0.758,5.72e-06,"C",0.191,-5.235,"Major",0.0389,"147.994","4-Apr",0.684,"Country"
"20692",43262,"Tim McGraw","Speak to a Girl",56,0.641,0.466,232160,0.504,0,"C#",0.226,-7.456,"Major",0.0396,"151.719","3-Apr",0.222,"Country"
"20697",59590,"Blake Shelton","Footloose",49,0.00121,0.52,218493,0.924,2.31e-06,"G",0.128,-4.748,"Major",0.0686,"173.98","4-Apr",0.844,"Country"
"20719",69285,"Clay Walker","This Woman And This Man",54,0.0366,0.586,262680,0.581,0,"F#",0.0428,-9.19,"Minor",0.0345,"147.982","4-Apr",0.46,"Country"
"20721",77926,"empty_field","Evangeline",47,0.684,0.61,234227,0.451,0.00541,"E",0.111,-7.53,"Major",0.032,"119.016","4-Apr",0.346,"Country"
"20722",90792,"Alan Jackson","It Must Be Love",53,0.284,0.816,171813,0.669,0,"F#",0.0563,-7.925,"Major",0.0295,"112.132","4-Apr",0.967,"Country"
"20737",31672,"Brett Eldredge","Crystal Clear",41,0.0976,0.629,201707,0.779,0,"C#",0.188,-6.131,"Major",0.05,"93.007","4-Apr",0.764,"Country"
"20739",78117,"Rhett Akins","Don't Get Me Started",37,0.273,0.583,203600,0.657,0,"A",0.0737,-8.245,"Major",0.0344,"?","4-Apr",0.717,"Country"
"20740",50500,"LOCASH","Ain't Startin Tonight",37,0.0045299999999999,0.549,170265,0.906,0,"C#",0.159,-3.117,"Minor",0.0369,"119.965","4-Apr",0.466,"Country"
"20756",37281,"Johnny Cash","Rowboat",35,0.279,0.585,223040,0.487,0.0151,"G",0.175,-6.871,"Major",0.0277,"119.167","4-Apr",0.325,"Country"
"20760",55692,"Old Dominion","New York at Night - Remix",38,0.239,0.343,184784,0.875,0,"A",0.895,-2.963,"Minor",0.155,"119.9","4-Apr",0.247,"Country"
"20770",35336,"Justin Moore","Back That Thing Up",41,0.0474,0.679,155627,0.896,3.26e-06,"C#",0.104,-4.312,"Major",0.0445,"108.03200000000001","4-Apr",0.764,"Country"
"20775",75815,"Lady Antebellum","Just A Girl",39,0.0479,0.418,217880,0.876,3.65e-06,"D#",0.0862,-4.694,"Minor",0.0321,"194.017","4-Apr",0.636,"Country"
"20786",49778,"Jason Isbell and the 400 Unit","Alabama Pines",51,0.38,0.411,229267,0.591,0.0301,"E",0.441,-9.684,"Major",0.0275,"?","4-Apr",0.237,"Country"
"20792",50806,"empty_field","Young And Wild",49,0.0822,0.582,194747,0.731,0,"F",0.114,-5.234,"Major",0.0737,"184.06","4-Apr",0.654,"Country"
"20808",61108,"Easton Corbin","Baby Be My Love Song",57,0.0569,0.488,199747,0.713,0,"C",0.305,-6.148,"Major",0.0472,"167.97299999999998","4-Apr",0.483,"Country"
"20813",89451,"empty_field","I Wish You Were Beer",39,0.0279,0.632,-1,0.884,0,"G",0.118,-5.698,"Major",0.0539,"85.022","4-Apr",0.821,"Country"
"20818",34982,"empty_field","When A Cowboy Trades His Spurs For Wings",41,0.959,0.481,183894,0.132,0,"F",0.111,-13.96,"Major",0.0382,"112.91799999999999","3-Apr",0.258,"Country"
"20841",50663,"Jason Isbell and the 400 Unit","Cover Me Up - Live",40,0.423,0.312,389395,0.379,0.00413,"E",0.951,-9.93,"Major",0.0307,"105.734","3-Apr",0.285,"Country"
"20854",20113,"Kenny Rogers","The Greatest",44,0.63,0.679,188133,0.219,0,"D#",0.104,-14.131,"Major",0.0324,"87.10700000000001","4-Apr",0.366,"Country"
"20868",47337,"Ray Wylie Hubbard","Snake Farm",46,0.697,0.593,233973,0.673,0,"B",0.154,-5.751,"Minor",0.0318,"82.025","4-Apr",0.756,"Country"
"20873",73641,"Tyler Wood","Dad",45,0.0265,0.645,207080,0.535,0,"C#",0.14,-6.377,"Major",0.0379,"150.09","4-Apr",0.39,"Country"
"20874",58550,"Dixie Chicks","Truth No. 2",43,0.313,0.499,268801,0.625,7.02e-06,"C",0.16,-5.927,"Major",0.0292,"179.832","4-Apr",0.594,"Country"
"20876",30997,"Montgomery Gentry","One In Every Crowd",53,0.0042299999999999,0.643,211107,0.86,0,"B",0.286,-4.447,"Major",0.0495,"111.148","4-Apr",0.674,"Country"
"20885",84983,"Mark Chesnutt","Oughta Miss Me by Now",37,0.0391,0.55,217040,0.781,1.19e-05,"A",0.364,-5.536,"Major",0.0283,"115.95","4-Apr",0.493,"Country"
"20893",47578,"Brantley Gilbert","A Modern Day Prodigal Son",41,0.8,0.694,-1,0.168,0,"A#",0.154,-12.941,"Minor",0.0405,"129.918","4-Apr",0.275,"Country"
"20923",62911,"Tom MacDonald","Helluvit",56,0.131,0.792,-1,0.362,0,"F",0.143,-12.683,"Minor",0.354,"130.101","4-Apr",0.259,"Country"
"20940",78348,"Buck Owens","Rednecks, White Socks And Blue Ribbon Beer",44,0.622,0.647,169440,0.443,0,"G",0.201,-6.96,"Major",0.0259,"82.896","4-Apr",0.744,"Country"
"20951",63670,"Eli Young Band","Saltwater Gospel",60,0.0436,0.681,-1,0.631,3.09e-05,"B",0.112,-7.286,"Major",0.0393,"114.01799999999999","4-Apr",0.624,"Country"
"20960",64391,"Ronnie Milsap","She Keeps The Home Fires Burning",48,0.526,0.731,236173,0.608,0,"G",0.126,-10.69,"Major",0.0267,"126.26299999999999","4-Apr",0.745,"Country"
"20964",79507,"Eric Church","Hippie Radio",57,0.606,0.621,174240,0.427,1.12e-06,"C",0.154,-9.825,"Major",0.0523,"88.656","4-Apr",0.651,"Country"
"20968",33564,"Jerrod Niemann","Blue Bandana",43,0.116,0.475,207867,0.829,4.11e-05,"A",0.123,-5.055,"Major",0.044,"167.845","4-Apr",0.325,"Country"
"20980",22747,"Kane Brown","My Where I Come From",57,0.0628,0.574,182040,0.872,0.000593,"G#",0.104,-5.733,"Major",0.0721,"105.045","4-Apr",0.535,"Country"
"20987",84433,"Dustin Lynch","Hurricane",42,0.349,0.485,217667,0.61,4.45e-06,"F",0.0823,-5.802,"Major",0.0326,"135.85","4-Apr",0.325,"Country"
"20998",69326,"Chris Cagle","What Kinda Gone",70,0.257,0.494,181613,0.861,0,"F",0.103,-5.236,"Major",0.0365,"172.05200000000002","4-Apr",0.668,"Country"
"21017",60955,"Merle Haggard","Okie From Muskogee",50,0.462,0.684,160138,0.416,0,"E",0.384,-12.967,"Major",0.0536,"142.385","4-Apr",0.738,"Country"
"21018",26142,"Phil Vassar","Last Day Of My Life",36,0.272,0.557,234307,0.549,0,"C",0.109,-6.674,"Major",0.0246,"139.945","3-Apr",0.268,"Country"
"21039",35071,"Bucky Covington","A Different World",49,0.0407,0.617,208573,0.688,0,"A",0.0859,-4.959,"Major",0.0279,"128.968","4-Apr",0.442,"Country"
"21043",83028,"Alan Jackson","1976",45,0.09,0.75,249467,0.442,0.000166,"A",0.357,-13.838,"Major",0.0296,"124.98299999999999","4-Apr",0.623,"Country"
"21048",76733,"Charley Pride","Does My Ring Hurt Your Finger",42,0.649,0.454,137369,0.326,0,"B",0.129,-11.214,"Major",0.0283,"107.64","4-Apr",0.708,"Country"
"21061",80279,"Maren Morris","Bummin' Cigarettes",50,0.366,0.542,-1,0.566,5.14e-06,"A#",0.0979,-5.99,"Major",0.0561,"153.47899999999998","4-Apr",0.408,"Country"
"21062",27041,"Climax Blues Band","Couldn't Get It Right",53,0.0234,0.727,198947,0.641,0.0136,"D",0.109,-11.074,"Major",0.0392,"102.589","4-Apr",0.652,"Country"
"21065",76907,"Cody Johnson","Where Cowboys Are King",55,0.0272,0.603,184173,0.83,3.95e-06,"G",0.339,-4.013,"Major",0.0282,"107.961","4-Apr",0.702,"Country"
"21075",25658,"Vern Gosdin","I Can Tell By the Way You Dance",40,0.0972,0.755,161493,0.593,0,"E",0.13,-11.093,"Major",0.0295,"109.81200000000001","4-Apr",0.919,"Country"
"21078",25165,"Carrie Underwood","Southbound",51,0.00122,0.614,202853,0.884,0,"C",0.077,-4.019,"Major",0.0402,"100.531","4-Apr",0.721,"Country"
"21091",52397,"John Prine","Knockin' on Your Screen Door",49,0.373,0.583,139893,0.589,5.2e-05,"B",0.137,-11.167,"Major",0.0609,"?","4-Apr",0.895,"Country"
"21093",22799,"Eric Church","Lotta Boot Left To Fill",48,0.0076,0.624,204080,0.885,0.0009539999999999,"F",0.128,-5.084,"Major",0.0261,"94.991","4-Apr",0.892,"Country"
"21102",31475,"Shania Twain","Up!",42,0.08,0.616,173000,0.786,0,"F",0.429,-3.876,"Major",0.036,"125.934","4-Apr",0.616,"Country"
"21104",73362,"John Hammond","Get Behind The Mule",49,0.685,0.61,-1,0.453,1.01e-05,"C",0.0648,-9.736,"Major",0.0586,"79.865","4-Apr",0.728,"Country"
"21109",20547,"Luke Bryan","Buddies",40,0.0803,0.497,207187,0.728,0,"G",0.125,-3.034,"Major",0.031,"?","3-Apr",0.543,"Country"
"21111",57199,"Montgomery Gentry","Better Me",47,0.00519,0.52,206539,0.874,0.000321,"D",0.122,-5.169,"Major",0.0423,"?","4-Apr",0.598,"Country"
"21117",68819,"Gordon Lightfoot","Early Morning Rain",48,0.497,0.478,198067,0.272,1.91e-05,"F",0.124,-16.161,"Major",0.03,"105.441","4-Apr",0.715,"Country"
"21128",28455,"Wilco","Heavy metal drummer",52,0.0257,0.661,188840,0.66,0.00977,"G",0.256,-9.061,"Major",0.0373,"120.617","4-Apr",0.814,"Country"
"21138",70642,"Dean Brody","Beautiful Freakshow (feat. Shevy Price)",39,0.0231,0.578,210027,0.649,5.76e-05,"C",0.113,-6.859,"Major",0.05,"133.03","4-Apr",0.186,"Country"
"21153",22898,"Sugarland","Lean It On Back",39,0.113,0.605,218973,0.865,0.000104,"C",0.0575,-3.931,"Major",0.0614,"172.107","4-Apr",0.714,"Country"
"21200",63067,"Cody Johnson","Slam The Door",44,0.0525,0.586,220333,0.639,1.07e-06,"G",0.454,-6.274,"Major",0.0277,"125.073","4-Apr",0.766,"Country"
"21219",89454,"Ryan Hurd","We Do Us",44,0.0018,0.596,196773,0.873,2.11e-06,"G",0.389,-6.604,"Major",0.034,"148.084","4-Apr",0.78,"Country"
"21224",67382,"Scotty McCreery","See You Tonight",59,0.231,0.499,226320,0.822,0,"A",0.175,-6.464,"Major",0.0573,"?","4-Apr",0.518,"Country"
"21244",56927,"Josh Turner","Way Down South",37,0.0388,0.655,293093,0.771,0.0662,"C",0.221,-7.13,"Major",0.0461,"?","4-Apr",0.665,"Country"
"21249",27286,"Little Big Town","Quit Breaking Up With Me",37,0.0823,0.67,204787,0.978,3.76e-05,"F#",0.389,-1.896,"Major",0.0374,"110.00200000000001","4-Apr",0.828,"Country"
"21256",42482,"Cole Swindell","Roller Coaster",41,0.524,0.735,-1,0.642,0,"G#",0.112,-4.93,"Major",0.0283,"105.979","4-Apr",0.482,"Country"
"21297",85914,"Texas Tornados","(Hey Baby) Que Paso",41,0.322,0.813,178893,0.74,2.97e-06,"D",0.0455,-6.829,"Major",0.0906,"115.405","4-Apr",0.924,"Country"
"21317",74141,"Faith Hill","Cry",42,0.141,0.512,226307,0.645,0,"G#",0.0987,-5.631,"Major",0.0289999999999999,"111.015","3-Apr",0.283,"Country"
"21322",70366,"William Michael Morgan","Tonight Girl",42,0.536,0.681,210280,0.66,0,"A#",0.203,-7.232,"Major",0.0393,"140.034","4-Apr",0.792,"Country"
"21329",73882,"Corb Lund","Bible on the Dash",39,0.109,0.718,270373,0.677,0,"B",0.206,-6.961,"Minor",0.0355,"106.93700000000001","4-Apr",0.813,"Country"
"21338",86090,"Big & Rich","Lay It All On Me",0,0.0574,0.481,-1,0.523,0,"G",0.0699,-8.416,"Major",0.0285,"130.135","4-Apr",0.202,"Country"
"21364",89860,"Joe Diffie","New Way (To Light Up An Old Flame)",38,0.396,0.659,162215,0.72,0,"A",0.342,-6.665,"Major",0.0296,"87.235","4-Apr",0.887,"Country"
"21370",57130,"Randy Travis","Three Wooden Crosses",61,0.459,0.523,-1,0.501,0,"C#",0.0818,-9.276,"Major",0.0366,"158.179","4-Apr",0.391,"Country"
"21376",27046,"Lady Antebellum","I Did With You - From “The Best Of Me”",35,0.117,0.696,197093,0.844,0,"D",0.128,-3.545,"Major",0.0438,"123.93","3-Apr",0.506,"Country"
"21379",27026,"Lucinda Williams","Are You Alright?",46,0.265,0.603,318293,0.43,0.0003779999999999,"B",0.101,-8.875,"Major",0.0291,"119.17299999999999","4-Apr",0.346,"Country"
"21393",80878,"George Strait","I'd Like To Have That One Back",40,0.569,0.584,228413,0.353,6.39e-05,"E",0.152,-12.982,"Major",0.0261,"79.535","4-Apr",0.182,"Country"
"21410",41155,"Joe Nichols","I'd Sing About You",41,0.128,0.566,193133,0.668,3.33e-05,"C#",0.086,-6.164,"Major",0.0287,"104.163","4-Apr",0.61,"Country"
"21428",76400,"Old Crow Medicine Show","Methamphetamine",47,0.0172,0.604,327760,0.589,2.69e-06,"E",0.249,-6.969,"Minor",0.0269,"123.935","4-Apr",0.665,"Country"
"21479",86608,"Lauren Alaina","Queen Of Hearts",37,0.149,0.583,175013,0.704,0,"A",0.0713,-4.278,"Minor",0.0388,"171.08700000000002","4-Apr",0.652,"Country"
"21488",26309,"Wynonna","She Is His Only Need",37,0.746,0.715,267893,0.41,0,"F#",0.124,-7.785,"Major",0.0288,"131.826","4-Apr",0.419,"Country"
"21499",57214,"John Gurney","I Can't Take You Anywhere",36,0.0323,0.749,184747,0.745,3.71e-06,"D#",0.0867,-4.276,"Minor",0.0568,"105.02799999999999","4-Apr",0.866,"Country"
"21514",54830,"Loggins & Messina","Your Mama Don't Dance",46,0.167,0.539,-1,0.612,8.67e-05,"C",0.102,-12.671,"Major",0.0351,"146.762","4-Apr",0.967,"Country"
"21527",72380,"Toby Keith","Courtesy Of The Red, White And Blue (The Angry American)",65,0.503,0.414,195533,0.679,4.99e-06,"D",0.118,-5.522,"Major",0.046,"111.93700000000001","4-Apr",0.354,"Country"
"21528",29270,"Miranda Lambert","Things That Break",42,0.241,0.511,227667,0.563,9.71e-05,"G#",0.188,-8.881,"Minor",0.0267,"135.336","4-Apr",0.459,"Country"
"21541",65960,"Cody Johnson","Another Try",44,0.189,0.556,230947,0.74,0,"G",0.174,-6.696,"Major",0.0299,"119.99","4-Apr",0.53,"Country"
"21549",25557,"Toby Keith","Beer For My Horses",63,0.353,0.721,-1,0.85,0,"A#",0.0459,-5.207,"Major",0.0511,"118.991","4-Apr",0.783,"Country"
"21562",66539,"Filmore","Unreal",42,0.526,0.724,178906,0.57,0,"B",0.423,-6.686,"Minor",0.0907,"103.969","4-Apr",0.53,"Country"
"21563",60930,"Tebey","Show You What It's Like",36,0.00926,0.513,-1,0.782,0,"D",0.0765,-5.248,"Major",0.0374,"109.949","4-Apr",0.443,"Country"
"21564",56287,"Rosanne Cash","Seven Year Ache",49,0.475,0.747,194853,0.568,0.000165,"A",0.127,-8.651,"Minor",0.0319,"121.615","4-Apr",0.684,"Country"
"21575",56483,"Ryan Beaver","Under the Neons",44,0.116,0.621,240280,0.563,1.85e-05,"A#",0.29,-8.088,"Major",0.0257,"113.006","4-Apr",0.436,"Country"
"21585",41817,"Miranda Lambert","New Strings",43,0.223,0.539,230107,0.82,1.05e-06,"A",0.154,-3.913,"Major",0.0363,"104.03299999999999","4-Apr",0.56,"Country"
"21595",37917,"Big Scoob","Walk The Line",40,0.0171,0.644,207427,0.703,7.21e-05,"A#",0.11,-7.469,"Minor",0.0994,"159.982","4-Apr",0.235,"Country"
"21611",39712,"Shania Twain","I'm Holdin' On To Love (To Save My Life)",48,0.0916,0.602,206227,0.918,0,"E",0.486,-4.801,"Major",0.0757,"156.775","4-Apr",0.887,"Country"
"21626",29899,"Brooks & Dunn","She's Not the Cheatin' Kind",52,0.203,0.679,201427,0.779,0,"A",0.219,-5.124,"Major",0.0334,"110.557","4-Apr",0.703,"Country"
"21658",48541,"Cassadee Pope","Edge Of A Thunderstorm",37,0.113,0.463,222800,0.859,0,"G",0.204,-5.284,"Major",0.0328,"171.90200000000002","4-Apr",0.577,"Country"
"21660",53956,"Colt Ford","Shape of You",37,0.159,0.657,235008,0.864,0,"C#",0.0671,-4.736,"Minor",0.0853,"96.01700000000001","4-Apr",0.927,"Country"
"21662",45982,"empty_field","Bad Guy",38,0.652,0.62,253258,0.599,0,"G#",0.167,-8.598,"Major",0.122,"126.97200000000001","4-Apr",0.513,"Country"
"21663",40461,"Miranda Lambert","Dry Town",36,0.0556,0.636,162600,0.774,0,"G",0.0778,-3.357,"Major",0.039,"166.055","4-Apr",0.87,"Country"
"21667",78899,"Ryan Bingham","Pontiac",44,0.0872,0.55,202647,0.859,3.48e-05,"E",0.37,-3.306,"Major",0.0565,"148.108","4-Apr",0.803,"Country"
"21690",21830,"Trace Adkins","Lit",38,0.02,0.661,208947,0.867,0,"D",0.0783,-4.943,"Major",0.0437,"110.064","4-Apr",0.755,"Country"
"21701",90817,"Lucinda Williams","Car Wheels On A Gravel Road",54,0.0832,0.628,284560,0.546,0,"B",0.135,-6.923,"Major",0.0265,"98.882","4-Apr",0.643,"Country"
"21718",66403,"Kenny Chesney","Boston",46,0.722,0.671,256360,0.545,9.72e-06,"G",0.0959,-10.976,"Major",0.0448,"165.908","4-Apr",0.587,"Country"
"21746",56783,"C.W. McCall","Wolf Creek Pass",37,0.845,0.605,240107,0.44,3.85e-05,"C",0.108,-16.641,"Major",0.23,"125.176","4-Apr",0.673,"Country"
"21764",48429,"Miranda Lambert","Good Ol' Days",38,0.438,0.507,198653,0.774,0,"A",0.133,-5.372,"Major",0.0491,"147.871","4-Apr",0.412,"Country"
"21775",42996,"Eli Young Band","The Days I Feel Alone",41,0.00296,0.575,186960,0.885,1.27e-05,"A",0.304,-4.342,"Major",0.0427,"115.031","4-Apr",0.528,"Country"
"21776",25444,"Julianne Hough","Hopelessly Devoted To You - From ""Grease Live!"" Music From The Television Event",43,0.66,0.524,184640,0.449,0.000233,"A",0.105,-6.768,"Major",0.0289,"110.93","3-Apr",0.216,"Country"
"21777",59192,"Sturgill Simpson","Life of Sin",51,0.175,0.499,146107,0.699,6.12e-06,"E",0.148,-7.514,"Major",0.0702,"169.24400000000003","4-Apr",0.814,"Country"
"21792",27138,"Luke Bryan","Take My Drunk Ass Home",52,0.12,0.643,202587,0.864,0,"D",0.323,-3.969,"Major",0.047,"117.98200000000001","3-Apr",0.781,"Country"
"21795",58786,"Chris Lane","Without You (feat. Danielle Bradbery)",40,0.154,0.537,194573,0.833,0,"C",0.0885,-4.103,"Major",0.0399,"79.955","4-Apr",0.621,"Country"
"21796",29209,"Jon Pardi","Dirt On My Boots",71,0.116,0.685,201893,0.783,0,"B",0.194,-4.152,"Major",0.0276,"90.008","4-Apr",0.525,"Country"
"21797",32271,"Mickey Guyton","Better Than You Left Me",41,0.469,0.568,243079,0.592,0,"A#",0.126,-4.468,"Major",0.0272,"113.946","3-Apr",0.263,"Country"
